,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Horsepower,Displacement_L,Cylinder_Type
1710,Mitsubishi,Lancer Evolution MR,2011,94500,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,None reported,Yes,"$27,000",291.0,2.0,I4
1711,Chevrolet,Tahoe LTZ,2014,196300,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,None reported,Yes,"$10,995",320.0,5.3,V8
1712,Cadillac,CTS 3.6L Luxury,2015,54259,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Majestic Plum Metallic,Light Platinum / Jet Black,None reported,Yes,"$19,425",335.0,3.6,V6
1713,Acura,RDX w/Advance Package,2021,36267,Gasoline,2.0 Liter Turbo,Automatic,White,Parchment,None reported,No,"$39,798",272.0,2.0,I4
1714,Land,Rover Range Rover Sport Supercharged HSE,2015,175000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$19,500",340.0,3.0,V6
1715,Chevrolet,Suburban 1500 LTZ,2015,159000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,"$26,900",355.0,5.3,V8
1716,Chevrolet,Camaro 2SS,2016,74000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$32,000",455.0,6.2,V8
1717,Chevrolet,Silverado 1500 Hybrid 1HY,2011,82963,Hybrid,332.0HP 6.0L 8 Cylinder Engine Gas/Electric Hybrid,Automatic,White,Black,None reported,Yes,"$20,995",332.0,6.0,V8
1718,Cadillac,XT5 Luxury,2019,54323,Gasoline,3.6 Liter DOHC,Automatic,Red,Beige,None reported,No,"$27,998",310.0,3.6,V6
1719,Nissan,Armada SL,2019,59980,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$29,000",390.0,5.6,V8
1720,Audi,Q5 S line Premium,2022,10120,Hybrid,2.0 Liter TFSI,Automatic,Navarre Blue,Gray,None reported,No,"$39,998",248.0,2.0,I4
1721,BMW,X6 M Base,2017,25000,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Shift,White,Red,At least 1 accident or damage reported,Yes,"$65,000",567.0,4.4,V8
1722,BMW,740 i,2012,126000,Gasoline,326.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$12,700",326.0,3.0,I6
1723,Toyota,Sequoia TRD Pro,2020,37428,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$61,599",381.0,5.7,V8
1724,Volkswagen,Jetta GLI,2014,99499,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Shift,Black,Black,At least 1 accident or damage reported,Yes,"$15,000",210.0,2.0,I4
1725,Honda,Crosstour EX-L,2012,90742,Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,Yes,"$12,980",192.0,2.4,I4
1726,Land,Rover Range Rover Sport Supercharged,2014,125000,E85 Flex Fuel,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Brown,At least 1 accident or damage reported,Yes,"$22,500",510.0,5.0,V8
1727,Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,71669,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$20,000",240.0,2.0,I4
1728,Cadillac,XT5 Luxury,2019,44692,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Bronze Dune Metallic,Shara Beige,None reported,No,"$32,368",310.0,3.6,V6
1729,Jaguar,F-TYPE R,2018,16002,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,None reported,Yes,"$74,900",550.0,5.0,V8
1730,Toyota,FJ Cruiser Base,2014,86000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$41,500",260.0,4.0,V6
1731,Toyota,Tundra SR5,2019,56000,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,Yes,"$42,000",381.0,5.7,V6
1732,Nissan,300ZX Base,1993,168000,not defined,–,Manual,White,Black,None reported,Yes,"$7,000",300.0,3.0,V6
1733,RAM,1500 Sport,2017,41789,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Black,At least 1 accident or damage reported,Yes,"$42,500",395.0,5.7,V8
1734,Ford,Focus SE,2014,60109,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Black,None reported,Yes,"$9,499",160.0,2.0,I4
1735,Mercedes-Benz,GLE 350 Base 4MATIC,2020,48000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$49,995",255.0,2.0,I4
1736,Acura,TL Type S,2008,122000,Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Gray,Beige,None reported,Yes,"$11,500",286.0,3.5,V6
1737,Land,Rover Range Rover HSE,2012,102800,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Gold,Brown,None reported,Yes,"$16,000",385.0,5.0,V8
1738,MINI,Convertible Cooper,2022,15544,Gasoline,134.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,not defined,No,"$28,000",134.0,1.5,I3
1739,Mazda,CX-9 Signature,2019,69771,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,None reported,Yes,"$27,500",227.0,2.5,I4
1740,Acura,TLX Tech,2023,2118,Gasoline,2.0 Liter DOHC Turbo,Automatic,Red,Black,None reported,No,"$41,998",272.0,2.0,I4
1741,Ford,F-150 Raptor,2021,28260,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Blue,None reported,Yes,"$72,950",450.0,3.5,V6
1742,Honda,Civic Si Base,2020,6025,Gasoline,205.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Gray,None reported,Yes,"$27,500",205.0,1.5,I4
1743,Hyundai,Elantra SE,2018,32697,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes,"$15,900",147.0,2.0,I4
1744,Ford,Excursion Limited,2001,239000,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,Automatic,White,–,None reported,Yes,"$8,000",310.0,6.8,V10
1745,Jaguar,F-TYPE S British Design Edition,2017,34150,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$45,999",380.0,3.0,V6
1746,Honda,Ridgeline RTL-E,2022,9642,Gasoline,3.5L V6 24V GDI SOHC,Automatic,Radiant Red Metallic II,Black,None reported,No,"$38,999",280.0,3.5,V6
1747,Pontiac,G6 GTP,2006,100545,Gasoline,201.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$5,995",201.0,3.5,V6
1748,Mercedes-Benz,C-Class C300 4MATIC,2021,11111,Gasoline,2.0 Liter Turbo,Automatic,Gray,Black,None reported,No,"$38,998",255.0,2.0,I4
1749,Toyota,FJ Cruiser Base,2007,162000,Gasoline,239.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$23,977",239.0,4.0,V6
1750,Buick,Enclave Premium,2020,87555,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Dark Moon Blue Metallic,Dark Galvanized,At least 1 accident or damage reported,Yes,"$31,650",310.0,3.6,V6
1751,Chevrolet,Tahoe LTZ,2015,102200,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$25,000",355.0,5.3,V8
1752,Bentley,Continental GTC V8,2013,18950,Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,None reported,Yes,"$77,999",500.0,4.0,V8
1753,Mercedes-Benz,SLK-Class SLK 350,2015,16000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Red,At least 1 accident or damage reported,Yes,"$30,500",302.0,3.5,V6
1754,Cadillac,Escalade Premium Luxury,2022,19250,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$86,999",420.0,6.2,V8
1755,BMW,535 i xDrive,2015,65000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Dual Shift,Silver,Black,None reported,Yes,"$24,995",300.0,3.0,I6
1756,MINI,Cooper S Base,2007,110022,Gasoline,172.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,"$6,250",172.0,1.6,I4
1757,Bentley,Continental GT Base,2012,79089,E85 Flex Fuel,567.0HP 6.0L 12 Cylinder Engine Flex Fuel Capability,Automatic,White,Beige,None reported,Yes,"$46,999",567.0,6.0,V12
1758,Lexus,GX 460 Premium,2023,2533,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$64,900",301.0,4.6,V8
1759,Audi,Q7 3.0T Premium Plus,2014,96273,Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,"$15,495",280.0,3.0,V6
1760,Cadillac,CT6 Luxury,2020,22187,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Manhattan Noir Metallic,Shara Beige,At least 1 accident or damage reported,Yes,"$45,480",335.0,3.6,V6
1761,GMC,Sierra 1500 SL Crew Cab,2009,137000,Gasoline,295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,–,None reported,Yes,"$20,000",295.0,4.8,V8
1762,Nissan,GT-R Premium,2009,60747,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,White,–,At least 1 accident or damage reported,Yes,"$71,999",480.0,3.8,V6
1763,Dodge,Ram 1500 ST,2007,36500,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,"$16,000",210.0,3.7,V6
1764,Ford,Bronco Outer Banks,2021,19590,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,"$54,999",315.0,2.7,V6
1765,Nissan,GT-R Black Edition,2015,16850,Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,None reported,Yes,"$95,000",545.0,3.8,V6
1766,Cadillac,Escalade ESV Sport,2021,4500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,not defined,No,"$105,000",420.0,6.2,V8
1767,Chevrolet,Cruze LT,2012,194000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,White,At least 1 accident or damage reported,Yes,"$4,900",138.0,1.4,I4
1768,Lexus,GX 460 Base,2020,48210,Gasoline,4.6L V8 32V MPFI DOHC,Automatic,Nebula Gray Pearl,Rioja Red,At least 1 accident or damage reported,Yes,"$47,449",301.0,4.6,V8
1769,BMW,750 i,2018,81500,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,Yes,"$41,250",445.0,4.4,V8
1770,Ford,F-150 XLT,2021,77107,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,not defined,No,"$39,995",400.0,3.5,V6
1771,BMW,535 i xDrive,2015,58664,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,"$20,950",300.0,3.0,I6
1772,Mitsubishi,Montero Limited,2004,145000,Gasoline,215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$8,950",215.0,3.8,V6
1773,Lexus,LS 500 F Sport,2018,15055,Gasoline,416.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$59,000",416.0,3.5,V6
1774,Tesla,Model S 85D,2015,67647,not defined,422.0HP Electric Motor Electric Fuel System,Automatic,Blue,Beige,None reported,Yes,"$28,000",422.0,0.0,Electric
1775,Lexus,LC 500 Base,2021,915,Gasoline,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,White,None reported,Yes,"$159,000",471.0,5.0,V8
1776,Mazda,MX-5 Miata Shinsen,2003,46873,Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Blue,None reported,Yes,"$11,500",142.0,1.8,I4
1777,Cadillac,Escalade ESV Premium Luxury,2021,53169,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,Yes,"$81,500",420.0,6.2,V8
1778,Lexus,GX 460 Premium,2022,35700,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,"$51,900",301.0,4.6,V8
1779,Nissan,Pathfinder Platinum,2014,112600,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$13,000",260.0,3.5,V6
1780,GMC,Yukon SLE,2015,112552,Gasoline,5.3L V8 16V GDI OHV,Automatic,Onyx Black,Jet Black,At least 1 accident or damage reported,Yes,"$24,440",355.0,5.3,V8
1781,BMW,M3 Base,2003,127273,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,Yes,"$15,000",333.0,3.2,I6
1782,Lexus,IS 250 Base,2007,189887,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,–,At least 1 accident or damage reported,Yes,"$3,995",204.0,2.5,V6
1783,BMW,640 i,2012,76465,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,At least 1 accident or damage reported,Yes,"$22,500",315.0,3.0,Straight 6
1784,Mitsubishi,Eclipse Spyder GT,2007,136400,Gasoline,260.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,"$6,750",260.0,3.8,V6
1785,Ford,Thunderbird Deluxe,2004,79635,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$13,500",280.0,3.9,V8
1786,Tesla,Model Y Long Range,2022,4665,not defined,Dual Motor - Standard,Automatic,Silver,Black,None reported,No,"$46,598",425.0,0.0,Electric
1787,Buick,Enclave 1XL,2011,170000,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Gold,Beige,At least 1 accident or damage reported,Yes,"$4,000",288.0,3.6,V6
1788,Ford,F-150 XLT,2018,67650,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,"$30,000",375.0,3.5,V6
1789,Lexus,ES 350 Base,2016,119850,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$19,000",268.0,3.5,V6
1790,Acura,TL Type S,2008,116500,Gasoline,286.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,Yes,"$15,999",286.0,3.5,V6
1791,Mercury,Capri XR2,1993,120644,not defined,–,Manual,Green,Gray,None reported,Yes,"$4,200",150.0,1.6,I4
1792,Ford,Transit Connect XLT,2010,169802,Gasoline,2.0L I4 16V MPFI DOHC,Automatic,Frozen White,Dark Gray,None reported,Yes,"$9,985",169.0,2.0,I4
1793,BMW,X3 M40i,2021,36905,Gasoline,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Dual Shift,Blue,Beige,None reported,Yes,"$50,000",382.0,3.0,I6
1794,Jeep,Gladiator Willys,2022,8400,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$47,000",285.0,3.6,V6
1795,Hummer,H2 Base,2003,149961,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,"$12,500",316.0,6.0,V8
1796,Mercedes-Benz,C-Class C 63 AMG,2014,84500,Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$41,500",451.0,6.2,V8
1797,Lamborghini,Aventador LP700-4,2016,3254,Gasoline,6.5L V12 48V MPFI DOHC,Automatic,Bianco Isis,Giallo Taurus / Nero Ade,None reported,No,"$399,900",700.0,6.5,V12
1798,Mercedes-Benz,G-Class G 550 4MATIC,2016,96000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,None reported,Yes,"$65,000",416.0,4.0,V8
1799,Nissan,GT-R Premium,2009,88000,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Dual Shift,White,White,At least 1 accident or damage reported,Yes,"$57,000",480.0,3.8,V6
1800,Audi,R8 4.2 quattro Spyder,2011,35322,Gasoline,4.2L V8 32V GDI DOHC,Manual,Phantom Black Pearl Effect / Black Roof,Red,None reported,No,"$94,900",420.0,4.2,V8
1801,Acura,TLX A-Spec,2020,32500,Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,Yes,"$32,000",206.0,2.4,I4
1802,Audi,A6 3.0T Premium Plus,2016,71280,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$22,000",333.0,3.0,V6
1803,Porsche,Panamera 2,2011,37200,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,"$27,500",300.0,3.6,V6
1804,Saturn,Sky Red Line,2008,94291,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,–,None reported,Yes,"$14,500",260.0,2.0,I4
1805,Maserati,Coupe Cambiocorsa,2006,54082,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Blue,Beige,None reported,Yes,"$17,000",390.0,4.2,V8
1806,Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,7800,Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Automatic,Black,Beige,None reported,Yes,"$66,000",455.0,2.0,I4
1807,Jeep,Wrangler Sport,2016,86250,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$22,000",285.0,3.6,V6
1808,BMW,X5 xDrive50i,2016,75479,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Silver,Black,None reported,Yes,"$27,899",445.0,4.4,V8
1809,BMW,750 i,2017,24650,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,Yes,"$50,000",445.0,4.4,V8
1810,Volkswagen,Golf R 4-Door,2013,102750,Gasoline,256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,"$20,000",256.0,2.0,I4
1811,Alfa,Romeo Stelvio Base,2018,50000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Brown,Brown,None reported,Yes,"$27,500",280.0,2.0,I4
1812,BMW,X5 xDrive35i,2017,72700,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,Yes,"$27,499",300.0,3.0,Straight 6
1813,BMW,X6 M Base,2018,54293,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,Yes,"$49,000",567.0,4.4,V8
1814,Lexus,IS 300 Base,2018,16000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes,"$30,500",260.0,3.5,V6
1815,Lamborghini,Gallardo SE,2006,19500,Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,Automatic,Green,Yellow,None reported,Yes,"$129,000",493.0,5.0,V10
1816,BMW,428 i,2014,71000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,At least 1 accident or damage reported,Yes,"$16,700",240.0,2.0,I4
1817,BMW,X5 xDrive40i,2019,60000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,Yes,"$36,500",335.0,3.0,I6
1818,Porsche,Boxster Base,1998,75539,Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,Manual,Blue,Beige,None reported,Yes,"$11,995",201.0,2.5,Flat 6
1819,Alfa,Romeo Giulia Base,2017,36000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,Yes,"$21,000",280.0,2.0,I4
1820,Mercedes-Benz,C-Class C 300,2019,76422,Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,No,"$28,998",241.0,2.0,I4
1821,Nissan,370Z NISMO Tech,2016,42600,Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,Yes,"$31,950",350.0,3.7,V6
1822,Rivian,R1S Adventure Package,2023,211,not defined,835.0HP Electric Motor Electric Fuel System,Automatic,Blue,Black,None reported,Yes,"$99,000",835.0,0.0,Electric
1823,Chevrolet,Suburban LT,2017,98888,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,Yes,"$29,000",355.0,6.0,V8
1824,Ford,Fusion Hybrid SE,2019,64532,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,"$19,395",188.0,2.0,I4
1825,BMW,X3 xDrive35i,2011,75500,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$12,975",300.0,3.0,I6
1826,Buick,Envision Preferred,2019,32000,Gasoline,197.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,"$27,000",197.0,2.5,I4
1827,Buick,Envision Essence,2019,47839,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Summit White,Ebony,None reported,Yes,"$24,991",197.0,2.5,I4
1828,Porsche,Cayenne GTS,2013,98413,Gasoline,420.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Dual Shift,Green,Black,At least 1 accident or damage reported,Yes,"$34,900",420.0,4.8,V8
1829,Audi,RS 5 2.9T,2022,9628,Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,Yes,"$78,500",444.0,2.9,V6
1830,Jaguar,XK8 Base,1999,15000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Green,Beige,None reported,Yes,"$16,370",290.0,4.0,V8
1831,Audi,R8 5.2 V10,2021,6397,Gasoline,5.2L V10 40V PDI DOHC,Automatic,Kemora Gray Metallic,Black / Express Red,None reported,No,"$172,900",610.0,5.2,V10
1832,Honda,Pilot Black Edition,2022,22564,Gasoline,3.5 Liter,Automatic,Platinum White Pearl,Black,None reported,No,"$44,998",280.0,3.5,V6
1833,Lexus,RX 350 Crafted Line F Sport,2015,110000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Dual Shift,White,Black,None reported,Yes,"$28,000",270.0,3.5,V6
1834,Mercedes-Benz,Sprinter 3500 High Roof,2022,105,Diesel,161.0HP 2.0L 4 Cylinder Engine Diesel Fuel,Automatic,Black,Orange,None reported,Yes,"$200,000",161.0,2.0,I4
1835,Toyota,4Runner Limited,2004,186117,Gasoline,245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,Yes,"$13,000",245.0,4.0,V6
1836,Jeep,Wrangler Sport,2002,103500,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Yellow,Gray,None reported,Yes,"$12,500",190.0,4.0,I6
1837,Cadillac,CT6-V 4.2L Blackwing Twin Turbo,2019,8074,Gasoline,4.2L V8 32V GDI DOHC Twin Turbo,Automatic,Manhattan Noir Metallic,Jet Black,None reported,No,"$76,700",550.0,4.2,V8
1838,BMW,M3 Base,2011,43000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,Yes,"$50,900",414.0,4.0,I6
1839,BMW,750 i,2015,70700,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,"$23,000",445.0,4.4,V8
1840,Chevrolet,Trailblazer RS,2022,42479,Gasoline,1.3L I3 12V GDI DOHC Turbo,Automatic,Mosaic Black Metallic,Jet Black,None reported,Yes,"$28,495",155.0,1.3,I3
1841,Ford,Excursion XLT 4WD,2000,205000,Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,"$9,950",310.0,6.8,V10
1842,Audi,SQ5 3.0T Premium Plus,2019,22300,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,Yes,"$38,999",349.0,3.0,V6
1843,Ford,Expedition EL Limited,2017,104000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,"$19,995",365.0,3.5,V6
1844,Ford,Bronco Sport Base,2022,13865,Gasoline,1.5L I3 12V PDI DOHC Turbo,Automatic,Shadow Black,Ebony,None reported,Yes,"$29,182",181.0,1.5,I3
1845,BMW,M4 Competition xDrive,2022,15882,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Red,Silver,None reported,Yes,"$84,995",503.0,3.0,Straight 6
1846,Land,Rover Defender,2022,12209,Gasoline,5.0L V8 32V GDI DOHC Supercharged,Automatic,Black,Black,None reported,No,"$104,900",518.0,5.0,V8
1847,Mercedes-Benz,AMG GLC 43 AMG GLC 43,2021,10483,Gasoline,3.0 Liter Twin Turbo,Automatic,Graphite Grey Metallic,Black w/Red Stitching,None reported,No,"$60,998",385.0,3.0,V6
1848,Nissan,GT-R Premium,2017,31150,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Dual Shift,Orange,Black,None reported,Yes,"$113,000",565.0,3.8,V6
